source_record_id,survey_id,site_name,kci_id,site_owner,custodian,region,max_site_capacity_ac,gen_info_unit_id,unit_name,technology_type,technology_detail,gas_turbine_fuel_type,duid,dispatch_type,unit_count,unit_capacity_mw_dc,unit_capacity_mw_ac,aggregated_nameplate_capacity_mw_dc,aggregated_nameplate_capacity_mw_ac,agg_nameplate_storage_capacity_mwh,commitment_status,full_commercial_use_date,expected_closure_year,closure_date,survey_last_requested_date,survey_latest_update_date,scheduled_capacity_mw_winter_2026,scheduled_capacity_mw_summer_typical_2026_27,scheduled_capacity_mw_summer_peak_2026_27,scheduled_capacity_mw_winter_2027,scheduled_capacity_mw_summer_typical_2027_28,scheduled_capacity_mw_summer_peak_2027_28,scheduled_capacity_mw_winter_2028,scheduled_capacity_mw_summer_typical_2028_29,scheduled_capacity_mw_summer_peak_2028_29,scheduled_capacity_mw_winter_2029,scheduled_capacity_mw_summer_typical_2029_30,scheduled_capacity_mw_summer_peak_2029_30,scheduled_capacity_mw_winter_2030,scheduled_capacity_mw_summer_typical_2030_31,scheduled_capacity_mw_summer_peak_2030_31,scheduled_capacity_mw_winter_2031,scheduled_capacity_mw_summer_typical_2031_32,scheduled_capacity_mw_summer_peak_2031_32,scheduled_capacity_mw_winter_2032,scheduled_capacity_mw_summer_typical_2032_33,scheduled_capacity_mw_summer_peak_2032_33,scheduled_capacity_mw_winter_2033,scheduled_capacity_mw_summer_typical_2033_34,scheduled_capacity_mw_summer_peak_2033_34,scheduled_capacity_mw_winter_2034,scheduled_capacity_mw_summer_typical_2034_35,scheduled_capacity_mw_summer_peak_2034_35,scheduled_capacity_mw_winter_2035,scheduled_capacity_mw_summer_typical_2035_36,scheduled_capacity_mw_summer_peak_2035_36,scheduled_storage_capacity_mwh_winter_2026,scheduled_storage_capacity_mwh_summer_2026_27,scheduled_storage_capacity_mwh_winter_2027,scheduled_storage_capacity_mwh_summer_2027_28,scheduled_storage_capacity_mwh_winter_2028,scheduled_storage_capacity_mwh_summer_2028_29,scheduled_storage_capacity_mwh_winter_2029,scheduled_storage_capacity_mwh_summer_2029_30,scheduled_storage_capacity_mwh_winter_2030,scheduled_storage_capacity_mwh_summer_2030_31,scheduled_storage_capacity_mwh_winter_2031,scheduled_storage_capacity_mwh_summer_2031_32,scheduled_storage_capacity_mwh_winter_2032,scheduled_storage_capacity_mwh_summer_2032_33,scheduled_storage_capacity_mwh_winter_2033,scheduled_storage_capacity_mwh_summer_2033_34,scheduled_storage_capacity_mwh_winter_2034,scheduled_storage_capacity_mwh_summer_2034_35,scheduled_storage_capacity_mwh_winter_2035,scheduled_storage_capacity_mwh_summer_2035_36,column_77,column_78,column_79,column_80,column_81,column_82,column_83,column_84,column_85,column_86,column_87,column_88,column_89,column_90,column_91,column_92,column_93,column_94,column_95,column_96,column_97,column_98,column_99,column_100,column_101,column_102,column_103,column_104,column_105,column_106,column_107,column_108,column_109,column_110,column_111,column_112,column_113,column_114,column_115,column_116,column_117,column_118,column_119,column_120,column_121,column_122,column_123,column_124,column_125,column_126,column_127,column_128,column_129,column_130,column_131,column_132,column_133,column_134,column_135,column_136,column_137,column_138,column_139,column_140,column_141,column_142,column_143,column_144,column_145,column_146,column_147,column_148,column_149,column_150,column_151,column_152,column_153,column_154,column_155,column_156,column_157,column_158,column_159,column_160,column_161,column_162,column_163,column_164,column_165
112401|1124|Loy Yang A:1|LYA1|Coal|Brown Coal,1124,Loy Yang A Power Station,,AGL Loy Yang Marketing Pty Ltd,LOYYANGA,VIC1,2225,112401,Loy Yang A:1,Coal,Brown Coal,,LYA1,Scheduled,1,,560,,560,,In Service,,2035,,46091,46105.56384259259,560,560,540,560,560,540,560,560,540,560,560,540,560,560,540,560,560,540,560,560,540,560,560,540,560,560,540,560,560,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112402|1124|Loy Yang A:2|LYA2|Coal|Brown Coal,1124,Loy Yang A Power Station,,AGL Loy Yang Marketing Pty Ltd,LOYYANGA,VIC1,2225,112402,Loy Yang A:2,Coal,Brown Coal,,LYA2,Scheduled,1,,530,,530,,In Service,,2035,,46091,46105.56384259259,530,530,500,530,530,500,530,530,500,530,530,500,530,530,500,530,530,500,530,530,500,530,530,500,530,530,500,530,530,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112403|1124|Loy Yang A:3|LYA3|Coal|Brown Coal,1124,Loy Yang A Power Station,,AGL Loy Yang Marketing Pty Ltd,LOYYANGA,VIC1,2225,112403,Loy Yang A:3,Coal,Brown Coal,,LYA3,Scheduled,1,,560,,560,,In Service,,2035,,46091,46105.56384259259,560,560,510,560,560,510,560,560,510,560,560,510,560,560,510,560,560,510,560,560,510,560,560,510,560,560,510,560,560,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112404|1124|Loy Yang A:4|LYA4|Coal|Brown Coal,1124,Loy Yang A Power Station,,AGL Loy Yang Marketing Pty Ltd,LOYYANGA,VIC1,2225,112404,Loy Yang A:4,Coal,Brown Coal,,LYA4,Scheduled,1,,560,,560,,In Service,,2035,,46091,46105.56384259259,560,540,530,560,540,530,560,540,530,560,540,530,560,540,530,560,540,530,560,540,530,560,540,530,560,540,530,560,540,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112501|1125|Loy Yang B:1|LOYYB1|Coal|Brown Coal,1125,Loy Yang B,,Gippsland Power Pty Ltd ABN 30 077 851 079 / LYB Ventures Australia Pty Ltd ABN 57 055 984 499 / Traralgon Power Pty Ltd ABN 64 056 292 623 / Latrobe Power Pty Ltd ABN 42 055 983 563 / LYB Australia Limited ABN 87 055 563 785,EDISON,VIC1,1160,112501,Loy Yang B:1,Coal,Brown Coal,,LOYYB1,Scheduled,1,,600,,600,,In Service,,2047,,46091,46106.45450231482,580,560,545,580,560,545,580,560,545,580,560,545,580,560,545,580,560,545,580,560,545,580,560,545,580,560,545,580,560,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112502|1125|Loy Yang B:2|LOYYB2|Coal|Brown Coal,1125,Loy Yang B,,Gippsland Power Pty Ltd ABN 30 077 851 079 / LYB Ventures Australia Pty Ltd ABN 57 055 984 499 / Traralgon Power Pty Ltd ABN 64 056 292 623 / Latrobe Power Pty Ltd ABN 42 055 983 563 / LYB Australia Limited ABN 87 055 563 785,EDISON,VIC1,1160,112502,Loy Yang B:2,Coal,Brown Coal,,LOYYB2,Scheduled,1,,600,,600,,In Service,,2047,,46091,46106.45450231482,580,560,545,580,560,545,580,560,545,580,560,545,580,560,545,580,560,545,580,560,545,580,560,545,580,560,545,580,560,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270801|2708|LYBBESS1||Battery Storage|Lithium-ion,2708,Loy Yang B Power Station - BESS Stage 1 - KCI,V00152,Alinta Energy Clean Energy Development Pty Ltd,alinta_nr,VIC1,250,270801,LYBBESS1,Battery Storage,Lithium-ion,,,Scheduled,1,250,250,250,250,500,Publicly Announced,47118,2053,,46091,46093.68096064815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324301|3243|GM1-20||Other|Other,3243,Lucas Heights Bioenergy Facility,,Lucas Heights Bioenergy Pty Ltd,LMSENE,NSW1,22,324301,GM1-20,Other,Other,,,Non-scheduled,20,,1.1,,22,,Publicly Announced,46371,2056,,46361,46163.93046296296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186701|1867|LYABESS1||Battery Storage|Lithium-ion,1867,LYA BESS,V00038,LOYYANGA,LOYYANGA,VIC1,200,186701,LYABESS1,Battery Storage,Lithium-ion,,,Scheduled,1,,200,,200,800,Publicly Announced,,2050,,46091,46105.41196759259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112801|1128|Macarthur Wind Farm:1-140|MACARTH1|Wind|Onshore,1128,Macarthur Wind Farm,,Macarthur Wind Farm Pty Ltd and Meridian Wind Macarthur Pty Ltd,SOUTHHYD,VIC1,420,112801,Macarthur Wind Farm:1-140,Wind,Onshore,,MACARTH1,Semi-scheduled,140,3,3,420,420,,In Service,,2038,,46091,46107.43461805556,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133202|1332|MIWF|MCINTYR1|Wind|Onshore,1332,MacIntyre Wind Farm,Q00006,Macintyre Windfarm Pty Ltd and Arc Energy Macintyre Pty Ltd,acciona_NR,QLD1,890,133202,MIWF,Wind,Onshore,,MCINTYR1,Semi-scheduled,162,5.7,5.7,923.4,923.4,,In Commissioning,46357,2054,,46091,46093.712372685186,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,890.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299401|2994|Mackenzie River Hybrid (Solar)||Solar PV|Single Axis Tracking,2994,Mackenzie River Solar Farm,Q00220,Mackenzie River ProjectCo Pty Ltd,britishsolar_nr,QLD1,450,299401,Mackenzie River Hybrid (Solar),Solar PV,Single Axis Tracking,,,Semi-scheduled,100,6.5,5,650,500,,Publicly Announced,48001,2061,,46361,46170.603310185186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299402|2994|Mackenzie River Hybrid (BESS)||Battery Storage|Lithium-ion,2994,Mackenzie River Solar Farm,Q00220,Mackenzie River ProjectCo Pty Ltd,britishsolar_nr,QLD1,450,299402,Mackenzie River Hybrid (BESS),Battery Storage,Lithium-ion,,,Scheduled,120,6.7,5.15,804,618,2472,Publicly Announced,48001,2061,,46361,46170.603310185186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298601|2986|FLBS_GU1||Battery Storage|Lithium-ion,2986,Magnetite Energy Hub,Q00217,Private Energy Partners,pep_nr,QLD1,1000,298601,FLBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,156,4.6,4.6,717.6,717.6,5740.8,Publicly Announced,48213,2056,,46091,46108.71765046296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298602|2986|FLWF_GU1||Wind|Onshore,2986,Magnetite Energy Hub,Q00217,Private Energy Partners,pep_nr,QLD1,1000,298602,FLWF_GU1,Wind,Onshore,,,Semi-scheduled,70,7.2,7.2,504,504,,Publicly Announced,48213,2061,,46091,46108.71765046296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318701|3187|MHSF_GU1||Solar PV|Single Axis Tracking,3187,Magpie Hill Solar Farm,N00273,Mint Renewables Pty Ltd,mintrenewables_nr,NSW1,230,318701,MHSF_GU1,Solar PV,Single Axis Tracking,,,Semi-scheduled,64,5,5,320,320,,Publicly Announced,47757,2060,,46361,46167.6234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318702|3187|MHSF_GU2||Battery Storage|Lithium-ion,3187,Magpie Hill Solar Farm,N00273,Mint Renewables Pty Ltd,mintrenewables_nr,NSW1,230,318702,MHSF_GU2,Battery Storage,Lithium-ion,,,Scheduled,64,5,5,320,320,1280,Publicly Announced,47757,2060,,46361,46167.6234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305201|3052|MDBS_GU1||Battery Storage|Lithium-ion,3052,Maison Dieu BESS,N00238,Graviatas Now Pty Ltd,gravitas_nr,NSW1,500,305201,MDBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,1,,500,,500,,Publicly Announced,,,,45901,45839.92313657407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269101|2691|MDBESS||Battery Storage|Lithium-ion,2691,Maison Dieu Solar Farm,,Terrain Solar,agl_nr,NSW1,60,269101,MDBESS,Battery Storage,Lithium-ion,,,Scheduled,24,1.67,1.67,40.08,40.08,40.08,Publicly Announced,48566,2052,,46361,46164.54157407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269102|2691|MDSF||Solar PV|Single Axis Tracking,2691,Maison Dieu Solar Farm,,Terrain Solar,agl_nr,NSW1,60,269102,MDSF,Solar PV,Single Axis Tracking,,,Semi-scheduled,36,1.67,1.67,60.12,60.12,,Publicly Announced,48566,2052,,46361,46164.54157407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276501|2765|majbess||Battery Storage|Lithium-ion,2765,Majors Creek Solar Power Station,Q00168,Edify Energy Pty Ltd,edifyenergy_NR,QLD1,150,276501,majbess,Battery Storage,Lithium-ion,,,Scheduled,1,180,150,180,150,600,Anticipated,47150,2059,,46361,46164.70681712963,0,0,0,0,0,0,0,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,0,0,0,0,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276502|2765|majsolar||Solar PV|Single Axis Tracking,2765,Majors Creek Solar Power Station,Q00168,Edify Energy Pty Ltd,edifyenergy_NR,QLD1,150,276502,majsolar,Solar PV,Single Axis Tracking,,,Semi-scheduled,1,216,180,216,180,,Anticipated,47150,2059,,46361,46164.70681712963,0,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204601|2046|MALB||Battery Storage|Lithium-ion,2046,Mallee Wind Farm,N00102,Mallee Wind PTY LTD,sparkrenewables_NR,NSW1,402,204601,MALB,Battery Storage,Lithium-ion,,,Scheduled,40,2.58,2.58,103.2,103.2,412.8,Publicly Announced,47757,2055,,46091,46105.72373842593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204602|2046|MALW||Wind|Onshore,2046,Mallee Wind Farm,N00102,Mallee Wind PTY LTD,sparkrenewables_NR,NSW1,402,204602,MALW,Wind,Onshore,,,Semi-scheduled,76,7.2,7.2,547.2,547.2,,Publicly Announced,47757,2065,,46091,46105.72373842593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284401|2844|MLBS_GU1||Battery Storage|Lithium-ion,2844,Malunga Nine Mile BESS - KCI,V00165,Green Switch Energy Pty Ltd,greenswitch_nr,VIC1,500,284401,MLBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,1,,500,,500,,Publicly Announced,,,,46091,46008.28649305556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276601|2766|mangobes||Battery Storage|Lithium-ion,2766,Mangoplah BESS - KCI,N00180,Samsung C&amp;amp;T Renewable Energy Australia Pty Ltd.,samsung_NR,NSW1,100,276601,mangobes,Battery Storage,Lithium-ion,,,Scheduled,104,1,1,104,104,416,Publicly Announced,47263,2059,,46091,46105.74685185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128002|1280|MANSLR1|MANSLR1|Solar PV|Single Axis Tracking,1280,Manildra Solar Farm,,Manildra Prop Pty Ltd as trustee for the Manildra Asset Trust,MANILDRA,NSW1,46.7,128002,MANSLR1,Solar PV,Single Axis Tracking,,MANSLR1,Semi-scheduled,20,2.5,2.5,50,50,,In Service,,2048,,46091,46164.421111111114,46.7,45.4,43.4,46.7,45.4,43.4,46.7,45.4,43.4,46.7,45.4,43.4,46.7,45.4,43.4,46.7,45.4,43.4,46.7,45.4,43.4,46.7,45.4,43.4,46.7,45.4,43.4,46.7,45.4,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191401|1914|Maranbah||Solar PV|Single Axis Tracking,1914,Maranbah Solar Farm,,EEW ECO ENERGY WORLD PTY LTD,eewrenew_NR,QLD1,145,191401,Maranbah,Solar PV,Single Axis Tracking,,,Semi-scheduled,1,,160,,160,,Publicly Announced,,,,46091,45735.99875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282601|2826|MMWF_GU!||Wind|Onshore,2826,Marmadua Wind Farm (KCI),Q00169,Cubico Sustainable Investments Australia Pty Ltd,cubico_nr,QLD1,950,282601,MMWF_GU!,Wind,Onshore,,,Semi-scheduled,1,,950,,950,,Publicly Announced,,,,46091,46190.649513888886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146801|1468|Maroona Wind Farm:2|MAROOWF1|Wind|Onshore,1468,Maroona Wind Farm,,Myamba Developments Pty Ltd,ALNTARES,VIC1,6.9,146801,Maroona Wind Farm:2,Wind,Onshore,,MAROOWF1,Non-scheduled,2,,3.45,,6.9,,In Service,,2043,,46091,46098.60197916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113202|1132|Marulan - GT1||Gas Turbine|OCGT,1132,Marulan - OCGT,,EnergyAustralia Marulan Pty Ltd,EASTENGY,NSW1,1400,113202,Marulan - GT1,Gas Turbine,OCGT,Natural Gas,,Scheduled,1,,350,,350,,Publicly Announced,49644,2060,,46091,46160.67202546296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113203|1132|Marulan - GT2||Gas Turbine|OCGT,1132,Marulan - OCGT,,EnergyAustralia Marulan Pty Ltd,EASTENGY,NSW1,1400,113203,Marulan - GT2,Gas Turbine,OCGT,Natural Gas,,Scheduled,1,,350,,350,,Publicly Announced,49644,2060,,,46160.67202546296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113204|1132|Marulan - GT3||Gas Turbine|OCGT,1132,Marulan - OCGT,,EnergyAustralia Marulan Pty Ltd,EASTENGY,NSW1,1400,113204,Marulan - GT3,Gas Turbine,OCGT,Natural Gas,,Scheduled,1,,350,,350,,Publicly Announced,49644,2060,,,46160.67202546296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113205|1132|Marulan - GT4||Gas Turbine|OCGT,1132,Marulan - OCGT,,EnergyAustralia Marulan Pty Ltd,EASTENGY,NSW1,1400,113205,Marulan - GT4,Gas Turbine,OCGT,Natural Gas,,Scheduled,1,,350,,350,,Publicly Announced,49644,2060,,,46160.67202546296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269001|2690|Marulan Solar||Solar PV|Dual Axis Tracking,2690,Marulan Hybrid - Solar/BESS Farm,,Marulan Solar Farm Pty Ltd,TOORAWF,NSW1,152,269001,Marulan Solar,Solar PV,Dual Axis Tracking ,,,Semi-scheduled,56,3.7,3.7,207.2,207.2,,Anticipated,47089,2060,,46361,46175.59447916667,0,0,0,0,0,0,0,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269002|2690|Marulan BESS||Battery Storage|Lithium-ion,2690,Marulan Hybrid - Solar/BESS Farm,,Marulan Solar Farm Pty Ltd,TOORAWF,NSW1,152,269002,Marulan BESS,Battery Storage,Lithium-ion,,,Scheduled,56,3.7,3.7,207.2,207.2,350,Anticipated,47089,2060,,46361,46175.59447916667,0,0,0,0,0,0,0,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0,0,0,0,0,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168901|1689|Brigalow Solar Farm:1|MARYRSF1|Solar PV|Single Axis Tracking,1689,Maryrorough Solar Farm,,Maryrorough Solar Pty Ltd,birdwoodenergy_NR,QLD1,27.3,168901,Brigalow Solar Farm:1,Solar PV,Single Axis Tracking,,MARYRSF1,Semi-scheduled,1,,34.5,,34.5,,In Service,,2048,,46091,46105.64990740741,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302701|3027|MEFW_GU1||Other|Other,3027,Maryvale Energy From Waste,,Maryvale Energy from Waste Project Company,paper_australia_nr,VIC1,70,302701,MEFW_GU1,Other,Other,,,Non-scheduled,1,,70,,70,,Publicly Announced,,2061,,46361,46154.54891203704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
